Exports to Country (Unit: US$ Thousand),總計,亞洲,中國大陸,香港,日本,韓國,新加坡,馬來西亞,印尼,越南,泰國,菲律賓,印度,孟加拉,巴基斯坦,澳門,亞塞拜然,柬埔寨,斯里蘭卡,緬甸,不丹,汶萊,尼泊爾,寮國,北韓,哈薩克,烏茲別克,喬治亞,亞美尼亞,土庫曼,塔吉克,吉爾吉斯,中東,沙烏地阿拉伯,科威特,阿拉伯聯合大公國,伊朗,伊拉克,土耳其,卡達,阿曼,以色列,巴林,阿富汗,塞普勒斯,約旦,黎巴嫩,敘利亞,葉門,歐洲,德國,荷蘭,英國,義大利,法國,俄羅斯,西班牙,瑞士,比利時,芬蘭,瑞典,奧地利,波蘭,丹麥,愛爾蘭,匈牙利,葡萄牙,捷克,挪威,斯洛伐克,烏克蘭,希臘,阿爾巴尼亞,保加利亞,教廷,冰島,盧森堡,馬爾他,摩納哥,羅馬尼亞,塞爾維亞,蒙特內哥羅,馬其頓,波士尼亞與赫塞哥維納,克羅埃西亞,斯洛維尼亞,白俄羅斯,摩爾多瓦,立陶宛,愛沙尼亞,拉脫維亞,北美洲,美國,加拿大,中美洲,墨西哥,巴拿馬,哥斯大黎加,巴貝多,巴哈馬,安圭拉,安地卡及巴布達,貝里斯,多明尼克,多明尼加,薩爾瓦多,瓜地馬拉,格瑞那達,海地,宏都拉斯,牙買加,蒙瑟拉特,尼加拉瓜,玻多黎各,聖露西亞,聖文森,千里達及托巴哥,聖克里斯多福及尼維斯,古巴,南美洲,巴西,智利,秘魯,阿根廷,哥倫比亞,玻利維亞,厄瓜多,圭亞那(法屬),蓋亞那,巴拉圭,蘇利南,烏拉圭,委內瑞拉,大洋洲,澳大利亞,紐西蘭,薩摩亞(美屬),斐濟,吉里巴斯,馬爾地夫,諾魯,巴布亞新幾內亞,紐克里多尼亞,萬那杜,所羅門島,大溪地,東加,吐瓦魯,薩摩亞,非洲,南非,安哥拉,赤道幾內亞,剛果,奈及利亞,埃及,賴比瑞亞,阿爾及利亞,波札那,蒲隆地,維德角,喀麥隆,中非共和國,查德,剛果民主共和國,葛摩,貝南,衣索比亞,厄利垂亞,吉布地,加彭,甘比亞,迦納,幾內亞,幾內亞比索,象牙海岸,肯亞,賴索托,利比亞,馬達加斯加,馬拉威,馬利,茅利塔尼亞,摩洛哥,模里西斯,莫三比克,納米比亞,尼日,盧安達,辛巴威,聖多美普林西比,塞內加爾,獅子山,索馬利亞,蘇丹,史瓦帝尼,坦尚尼亞,多哥,突尼西亞,烏干達,布吉那法索,尚比亞
2013年,310865636,221886136,84122247,41183242,19391110,12223186,19609087,8243300,5203416,9018544,6431935,9820662,3517186,1020905,427433,135082,8746,672895,432345,185210,176,30982,8343,3821,3443,148575,8115,18509,4417,2221,840,3214,7613918,1814284,230630,1746620,652975,31935,1608089,104678,174892,594801,68159,622,30502,316175,162166,36336,40822,27905933,5670747,4497862,4330238,1713801,1501948,1497626,872657,488485,1152662,797969,601037,307041,759316,370878,166716,633658,190182,504003,259440,280295,203424,140195,12807,95782,0,6469,17554,35699,140,132073,10083,3362,7450,980,36680,124450,21808,6241,137815,170834,137989,35041237,32630181,2410592,2744708,1787161,179276,125559,3879,863,120,493,4178,1046,115224,131629,122891,427,23784,69065,12722,44,52975,56406,781,2414,39230,6102,3303,3906393,1839720,374539,301229,376634,425637,41377,197782,997,4617,59481,7014,147578,128952,5026563,3833788,577511,12186,81182,935,2925,1802,378033,9605,2357,8504,1598,1591,17,3034,3385056,930800,15283,374,1398,269652,706545,60005,78606,4647,212,225,6368,163,389,9094,125,4724,19515,1348,34494,1587,2399,91091,12824,41,15991,152203,78152,57008,8504,4001,667,1471,54786,114325,345051,6491,1330,340,4149,329,8525,5277,511,25109,8757,129097,11318,69952,3225,6769,8235
2013年1月,26025286,18698345,7280266,3264707,1599669,1100018,1565328,749477,469747,730366,529407,801265,338753,96161,29392,12922,2235,55119,25075,21512,3,4328,707,283,12,18866,655,807,121,172,15,266,540118,143970,15051,112946,29466,3011,116738,9025,15490,46403,6048,75,2201,27057,7366,1698,3555,2423294,493100,358692,419226,150933,130273,123149,85011,39832,102579,70534,54365,22883,57749,33936,11331,56808,17254,33129,32147,12608,15530,10812,487,7380,0,428,1290,4023,22,23152,954,3,152,39,3248,11787,1553,358,11769,14003,9858,2746230,2552153,194005,233768,146718,18171,7655,206,431,17,0,447,23,9715,14425,12281,0,1737,4035,797,0,6200,4429,65,315,5142,332,359,321155,138287,35772,29937,29698,32904,914,19785,12,297,3717,506,12336,16948,456376,382350,34195,1051,9504,129,210,19,17920,577,30,835,60,108,0,462,309456,140262,1795,0,123,18084,48694,143,5247,279,0,3,528,0,114,791,15,1131,1432,3,6243,39,164,4617,1559,0,965,7786,5560,3275,437,201,6,162,4050,5588,34763,214,530,20,322,33,494,351,8,2313,767,1622,1135,5698,148,45,1095
2013年2月,19930798,13998057,5129918,2198002,1437065,821706,1501811,442778,377066,476254,462915,715461,236612,72765,28413,6322,485,35800,22776,9159,0,2052,563,221,8,17368,863,1017,50,104,80,207,540692,222270,13570,82230,25058,1215,101015,5885,12888,36100,5016,64,2922,22738,6369,796,2554,1877039,378096,331175,299323,108706,92866,105189,54068,30465,84756,57523,37708,22259,43623,26443,8133,41788,13728,26127,15757,12700,14421,9677,1329,5047,0,387,1644,1888,22,7800,774,41,87,27,2490,7497,1306,504,8380,13586,9308,2221105,2059502,161499,192885,134844,14849,6949,106,6,1,1,378,6,7170,7580,5947,1,608,4442,528,0,3048,3359,15,311,1838,468,205,262001,110668,18817,16192,22127,23690,33177,10191,137,451,2163,551,13907,9926,309862,269892,23470,665,6998,80,160,1262,1646,666,46,123,157,11,2,71,263622,46374,966,44,35,18572,106144,97,6825,286,0,0,312,12,0,174,28,168,563,277,403,161,0,5088,438,0,1738,6813,4229,3907,615,192,118,12,3311,7009,34116,191,170,0,305,31,202,768,33,1393,252,2462,814,5645,127,1750,222
2013年3月,27723477,19970355,7727538,3652958,1669170,1139703,1708779,553010,549985,851936,604940,876626,318718,104756,39049,13364,448,66065,57330,11582,0,2906,571,239,94,16652,670,1848,162,264,9,294,874994,260364,18731,217077,47222,2149,141242,8979,16488,49823,6526,9,3745,24580,72607,2276,3175,2384859,471567,343686,393304,171674,140357,124472,70954,39123,131216,60995,51460,21518,61851,33331,11819,53355,16615,38739,20698,14536,20610,14696,1273,9118,0,906,1222,2327,18,11561,759,678,587,74,3344,11143,1573,651,9777,14121,8378,2865638,2678750,186866,245997,153077,15494,12582,321,16,1,0,502,35,9388,14120,14014,0,2419,6150,1145,0,6439,5968,54,78,2832,824,68,346757,159667,35491,23278,32352,37217,940,19205,13,303,5229,701,14825,17482,360531,296631,35027,797,6506,30,268,1,9019,821,128,363,9,138,0,713,415433,77928,1028,15,179,19824,120378,11,4415,225,141,0,804,0,4,1365,0,431,1202,23,1271,247,135,12404,394,0,2013,10718,6726,5209,1052,675,1,206,4065,19068,105590,366,29,51,398,0,728,762,7,2153,811,2763,1080,6593,149,22,212
2013年4月,25491564,17968873,6771127,3444922,1514839,1004699,1595335,601214,364363,721946,543496,834845,306824,93925,39733,13438,884,55706,27840,12748,30,2828,614,325,167,13478,710,2098,70,29,35,229,698086,123889,24399,222785,48418,2110,142426,10914,16952,51484,8195,122,1983,28333,8554,2977,4546,2268557,486892,366534,324557,145229,135559,117931,67674,38785,92814,70801,59172,26733,67802,33291,12971,32563,14698,36801,18242,16005,16960,11083,811,8723,0,1248,1235,3171,3,9604,702,106,695,42,2724,9252,1638,279,10055,14135,10466,3048676,2839661,209011,232525,151618,13683,13060,289,36,2,45,254,52,10398,13317,7177,272,1458,5436,1629,10,5840,4034,16,182,2674,448,181,307612,152643,27254,25228,24482,31053,509,15559,158,464,12628,523,9473,7504,394341,308270,32695,386,5812,63,341,0,36956,483,6,137,129,100,0,109,284591,63551,371,2,67,24884,50089,57,8236,438,6,3,190,0,0,490,29,269,1583,3,2773,70,46,9113,495,0,1651,9102,9243,5198,746,115,120,66,5347,9912,66988,174,100,25,270,23,900,186,29,1183,763,1607,1273,5042,201,364,352
2013年5月,27104463,19300180,7265195,3817878,1518141,1041179,1796751,645076,466655,725268,591140,835509,309101,116498,31926,13487,779,61986,26049,13628,0,2932,502,368,1802,14751,1032,1278,140,89,206,291,691005,135991,21530,190119,49088,2731,149812,9954,18516,56583,6751,24,3685,29328,9203,3676,4014,2250132,458713,351671,310307,158958,136806,117135,81461,37981,86428,63906,48894,34222,57119,30731,12543,49503,19978,43343,28941,16014,13024,14784,1011,7160,0,261,1748,3105,17,9205,1127,745,769,44,2633,9993,1993,284,11233,14322,11623,3216802,2987829,228893,238611,149668,17626,9931,477,25,41,23,447,0,10179,14219,12023,20,1543,6166,1340,0,5619,5073,80,288,2676,505,228,345835,166297,34016,31197,31819,38133,614,17525,68,398,4038,948,11482,9290,488494,355331,68061,1198,6656,35,187,397,44016,1197,124,1118,141,38,0,203,304804,90118,1406,0,99,19074,53609,29289,7788,540,0,3,495,0,115,663,4,632,1804,79,2920,109,174,5941,565,16,971,10997,7110,4248,750,498,15,60,5460,8234,32364,483,1,0,284,5,716,120,1,2349,894,3267,1415,7115,217,311,794
2013年6月,26958428,19408490,7299652,3351793,1708088,1133344,1999876,724809,430487,862558,593840,762144,306299,61334,34947,11821,574,55838,36337,14432,103,2060,726,195,0,10892,398,1704,2938,298,125,433,663030,196958,22801,136332,49802,1429,136810,7998,13656,51551,6897,66,1862,19813,9560,3504,3955,2316493,464996,338216,364880,137108,118610,124473,79357,49993,92116,67931,43545,33448,52797,28601,19973,78991,13715,49311,16891,27401,14531,12245,1817,8242,0,326,1733,6270,12,9199,855,419,519,229,3138,11417,2269,455,12489,17181,10525,2955647,2749459,206183,233141,150338,15324,9507,155,1,3,0,268,260,10278,10771,11972,0,2820,7065,1216,0,4462,4887,87,271,2860,196,161,334519,160640,32831,28554,32741,35410,674,17542,151,347,3676,810,13594,7390,457636,369014,38971,1276,6532,98,212,1,32500,916,43,192,219,174,1,252,316747,58278,1667,0,73,17544,56197,29161,11094,144,16,83,475,52,0,800,0,407,1493,139,6597,28,94,11475,1354,0,1549,10895,4830,4217,890,330,37,148,3932,10474,65599,346,156,8,355,0,342,5,4,1639,374,3514,614,5678,136,394,2371
2013年7月,25802958,18294308,7041649,3242466,1695559,1064592,1608239,691543,431202,682309,559167,704934,323981,73218,36224,10283,579,52034,39700,13070,0,3076,479,117,146,16121,184,2233,56,193,21,140,640463,135492,24675,135530,57222,3713,151680,12072,12547,55341,4038,4,3484,27610,10574,2936,3546,2356307,509545,363052,319640,116795,121627,140249,79542,52216,91229,66073,53700,25030,65892,30146,13616,66589,13931,48399,19826,35515,17670,13824,1218,8541,0,488,1852,3033,15,9810,853,483,935,88,2747,13398,1746,488,14996,17186,13554,3070268,2864903,205355,225869,143132,13186,9777,305,28,34,119,331,157,13408,10842,7415,1,3946,6524,667,0,3866,5058,41,187,4652,1196,310,366560,181222,31834,25872,44380,40013,1042,15587,93,213,6025,359,11016,8822,364888,303039,39990,667,6685,9,231,0,1479,738,60,798,230,63,1,111,217487,70976,1550,59,36,22030,44285,66,8039,409,0,93,439,0,0,354,0,231,1884,10,5280,225,452,7712,443,0,876,11276,4683,5097,361,251,14,117,5982,5136,853,399,28,202,361,48,601,725,311,1597,663,3613,749,5806,200,196,2027
2013年8月,25997276,18530678,7094047,3442472,1587074,1038661,1576776,737805,373930,811941,527259,783026,295248,79869,49004,9327,597,57802,33297,15141,18,1964,779,183,93,10560,952,1496,199,248,14,512,541260,117795,15641,122553,46973,1942,124660,7620,7454,49853,3353,0,2248,29072,6945,2806,2344,2253602,451923,362085,322770,141369,114880,125154,74269,37776,90195,69258,46159,21304,59556,26365,16855,77591,14280,49644,18217,32082,16167,10801,1599,7478,0,659,1448,2578,2,8574,837,36,842,57,2166,11526,1505,345,10990,13902,9966,3103579,2887149,216426,252957,165602,15631,8356,657,6,0,232,446,32,8415,12094,15822,71,3460,6919,1408,33,3111,5014,54,399,4354,197,464,320344,156930,30073,23481,27962,36833,1019,17812,12,401,3484,532,10217,11540,452242,335295,35899,1503,7752,14,185,95,56721,724,195,720,123,111,1,134,270926,108056,1317,189,209,34913,48583,130,4538,469,2,4,582,11,40,827,0,339,1282,1,705,146,0,7028,561,0,930,13908,6753,5376,789,429,0,313,4207,8815,972,500,3,17,403,18,618,415,96,5059,688,3696,533,5439,186,37,146
2013年9月,25673985,18453855,6650919,3606630,1665717,1065040,1560617,874488,387438,827131,527170,734620,278926,83611,30637,8753,845,58979,61472,16177,20,1840,754,326,142,6814,598,2690,61,372,180,195,593363,127985,16621,127684,77478,2725,129774,7084,10792,46803,2655,88,1566,27534,7741,2602,4176,2392615,472787,358154,415825,147092,121041,150022,73769,47712,94344,58753,46589,27303,68950,30311,12095,59127,15418,39599,20704,29244,17732,8815,1089,8720,0,594,749,2032,12,9767,719,186,489,172,2676,8950,1831,711,10685,12992,13947,2842752,2660556,182193,216302,152542,13319,7478,446,25,3,73,323,24,7604,8577,5909,37,499,5899,542,0,3879,4489,75,178,2925,457,418,323544,150118,33731,21617,33399,35711,464,14154,65,324,7122,546,15906,10383,336707,277996,38667,779,6787,24,333,0,1071,1057,136,1212,160,276,13,231,225705,78329,1643,35,111,25392,41631,463,3319,847,0,2,530,87,0,838,0,337,1989,0,1664,89,198,6730,2377,0,1011,12734,6850,3460,518,156,64,145,4856,10378,1076,483,17,2,394,73,907,712,18,2948,659,5077,816,4408,131,92,380
2013年10月,27141511,18899791,7063430,3461964,1688637,1012074,1652907,684973,493392,849975,534893,940255,258087,84045,36649,10375,565,61991,33108,16995,2,2071,509,426,611,8710,237,1713,99,49,17,265,573499,93544,18829,126038,74274,3136,136289,7058,15387,44812,5493,21,1908,30457,8033,4859,3335,2738612,520441,540650,453333,138531,132946,137268,69915,43494,94714,79472,53121,25857,78671,34423,13041,60577,17599,52833,22226,44944,20821,10990,793,8713,0,414,1685,2447,5,13403,699,40,634,62,4840,11157,1361,537,14217,15315,15127,3158506,2939014,219431,259536,178340,15920,12945,352,83,2,0,205,57,9845,10647,9487,0,1335,6427,1055,0,3194,5659,48,130,2761,434,359,346726,157570,37034,26239,36702,39451,880,17225,124,412,3069,546,16131,11317,535620,355026,115077,800,3515,120,271,26,50482,641,217,1711,103,227,0,113,336203,71092,902,0,239,27676,39871,488,5646,753,38,2,547,0,57,1104,50,197,2125,443,225,75,1037,4653,1269,20,1080,33137,7990,5439,758,379,13,137,5112,11872,883,2433,0,3,494,0,646,391,0,1177,869,94150,654,6254,353,1580,323
2013年11月,26237906,19095685,7415506,3800639,1691111,923845,1498509,804361,426216,703652,489536,853095,260977,61492,31432,11938,236,58434,30668,17766,0,2964,1010,399,219,8170,1372,814,280,241,137,57,607413,131239,16217,125026,76608,4051,134428,6970,13290,49264,5899,70,2870,27122,6977,4734,2564,2162287,442587,374863,338078,131357,117735,105668,63763,35391,76281,69998,47002,23555,64214,28528,13502,29228,14735,43507,19769,25470,16049,9895,448,7598,0,252,1691,2213,9,8973,880,72,931,57,2951,6748,2545,597,11236,10551,12547,2910924,2718116,192720,197339,125676,12194,13047,255,181,1,0,406,0,7070,5674,12360,19,2200,4452,1285,1,3331,4243,98,73,3723,459,121,302241,146773,30304,22982,28309,35779,526,14155,102,441,3668,697,9916,8409,469231,349536,37958,1234,6909,1,296,0,61497,991,80,642,144,295,0,180,200390,56931,1909,31,0,15641,46799,89,5374,222,3,19,1019,0,58,1003,0,380,2429,252,621,173,4,8669,1133,0,2260,12505,7069,3774,831,224,124,107,3529,7982,816,98,71,2,344,95,1471,382,2,1215,987,4041,475,5873,246,1562,206
2013年12月,26777982,19267518,7383002,3898811,1616038,878327,1544162,733764,432934,775209,468170,978881,283659,93231,40025,13051,520,53141,38694,23000,0,1961,1128,740,151,6194,444,811,243,162,3,325,649996,124788,22565,148299,71367,3722,143215,11118,21431,56784,7288,77,2028,22533,8238,3470,3058,2482136,520100,409083,368996,166048,139248,126915,72875,35716,115989,62726,59320,22929,81092,34772,20838,27536,18230,42569,26019,13777,19908,12574,932,9062,0,506,1257,2613,3,11025,922,552,810,90,3723,11584,2488,1033,11988,13540,12689,2901111,2693090,208012,215777,135605,13879,14273,309,24,14,0,171,399,11754,9365,8483,6,1760,5551,1111,0,3987,4193,149,0,2796,586,429,329100,158905,27383,26651,32664,39442,618,19044,61,567,4663,296,8775,9942,400635,231408,77503,1829,7524,330,229,0,64726,792,1292,653,123,51,1,454,239691,68904,729,0,227,26016,50264,11,8085,35,5,14,447,0,0,685,0,203,1730,117,5791,225,94,7662,2235,5,948,12333,7109,7809,757,551,157,0,4935,9858,1032,804,226,11,219,3,901,462,1,2083,1031,3285,1759,6402,1132,417,109
2014年,319413274,227285801,84709050,43772042,20129137,12857318,20678284,8670203,3877398,10104121,6193998,9614527,3491071,1077335,460306,144166,6279,694659,422806,230087,734,25529,8856,3683,3804,66054,9192,14021,6051,2177,639,3013,8149666,2026812,208493,1677410,919924,53536,1709512,121166,155497,635561,70096,745,21574,322164,95463,41643,89854,29070625,6207421,5082092,4233725,1888442,1551280,1315139,991530,456682,1284655,633294,636046,311687,878126,390141,224012,464495,236777,421657,245709,323815,130626,149441,13738,130730,0,9231,18791,28900,83,132876,9537,3253,8565,1964,45997,152959,23991,6306,136211,130870,148162,37481919,35033279,2448174,2973071,1990467,228833,141702,3489,651,89,276,4441,428,116787,105659,109483,354,28798,74546,11354,77,49929,48535,865,260,37938,5277,4758,3610481,1675847,326581,283021,349861,485203,9117,205984,973,4151,53846,7620,112124,95356,4617071,3645203,473356,15352,88342,2493,4136,9672,260262,8589,1537,6091,1757,1905,141,3892,2819630,771614,21448,376,1798,220457,767476,1669,73951,4247,244,72,7852,21,412,7180,79,4736,25776,88,36206,1819,753,36686,5947,485,30912,117803,64203,37749,13316,3850,325,2403,59225,121999,101503,9391,1272,627,3406,437,7553,6064,1429,27093,9445,109321,9960,68000,2580,4554,2867
2014年1月,24745871,17303539,6358204,3201364,1676275,966216,1318896,683308,386104,689433,494978,1014658,267710,73623,44035,12619,713,51723,32193,18246,0,1566,563,308,4,7822,1215,773,247,62,3,211,602972,122581,14891,126332,75336,3423,140305,8467,14908,53006,4133,63,2004,22908,7996,3700,2872,2456688,500266,396815,354656,174274,147710,118089,89919,37388,102662,60455,58383,27718,78762,33870,14401,40108,22086,37495,23916,17911,17614,13017,784,9810,0,836,448,2241,8,14012,601,150,832,186,6313,11931,1301,603,10675,13291,14257,2887226,2668250,218925,232991,134365,36627,14052,198,3,2,16,340,37,10078,7837,6788,0,2365,5908,799,6,4639,4830,43,19,2703,747,147,292700,142746,25234,22214,29238,38206,632,13931,28,463,3999,567,7905,7494,464054,372728,35970,821,5845,71,272,3,38637,380,44,698,78,93,0,332,207899,67236,1939,63,124,19943,44822,56,7576,355,1,0,600,0,0,339,0,324,2139,4,817,270,97,1989,619,0,2892,9130,6474,6137,1129,126,81,154,4971,4571,766,1305,0,9,151,0,670,32,321,3978,806,3120,846,9008,150,235,160
2014年2月,21591877,15496853,5754396,2916297,1356702,844408,1284724,667762,245205,688227,399891,886447,251477,58123,42236,10203,334,45640,22512,13115,0,1729,467,250,9,4485,596,693,67,115,28,312,556368,156362,12274,118954,55117,2534,120699,6033,13911,38458,4587,108,1277,16801,5284,1521,2448,1998301,421651,311646,294353,137260,112472,111179,58322,27812,78181,57742,44126,17730,65162,28720,17152,32630,16620,35964,18028,10295,14424,8996,1089,7218,0,500,4716,2089,0,9850,1005,473,802,107,2285,12325,2749,313,12519,9258,10016,2317844,2164857,152892,189001,131662,10673,5406,226,69,19,7,193,172,5875,7992,9311,135,1197,5404,671,0,3611,2451,64,42,2402,246,718,259296,124770,26202,19699,23714,30154,454,15663,129,293,5887,593,6093,5533,299421,223136,27477,706,3794,3,214,10,37786,494,35,474,126,273,0,326,193822,53617,507,15,4,11648,35637,92,5454,447,92,0,783,11,3,550,14,190,1163,0,3920,98,0,2054,197,0,2458,7672,7402,3441,428,76,25,286,3750,11847,28721,345,199,18,361,0,465,340,121,1153,617,1339,414,5185,180,62,169
2014年3月,28255041,20225579,7497939,3814438,1804549,1025512,1903301,803808,388144,1018520,583613,746794,297505,149876,44009,12736,437,62030,38001,23158,0,1712,502,468,88,5546,523,1115,169,371,119,192,742965,218170,17355,151358,64823,3144,148569,10894,16855,55436,7715,93,1984,29468,9984,3590,3479,2626721,516819,507338,371492,163205,152065,127381,85881,47036,118843,55383,54983,30043,81034,32887,23717,33778,20785,42509,25412,21021,10171,14016,2801,11359,0,1063,1592,2579,6,12276,901,580,566,92,6593,13602,3670,494,10094,11540,10601,3192484,2959959,232515,258511,151266,39505,18629,235,3,25,3,534,46,9058,9904,7649,0,1830,5599,1109,0,4530,4335,138,6,2891,467,293,317253,153768,31679,21536,31246,39203,704,19973,114,376,7309,445,7603,3272,322104,244293,35961,799,6051,14,429,0,26079,1049,62,370,90,67,19,335,296012,62174,1429,30,134,20263,113822,215,5931,682,2,0,546,0,3,830,2,250,2890,0,4211,204,230,2857,302,419,2477,10491,9779,3411,881,231,50,245,6472,16143,1040,153,382,295,254,20,610,711,0,4578,1986,5477,1230,9998,131,573,416
2014年4月,27105699,18958580,7098981,3611460,1466766,1122727,1713576,764107,368509,887083,487856,843492,295081,100231,49235,11675,702,64157,40540,22297,14,1941,749,228,1259,3103,536,1329,305,69,0,119,847821,288937,20296,156688,76275,3375,164420,10618,16177,54209,6486,62,1727,32309,7417,5243,3524,2612379,546772,476605,397066,177983,134551,110077,80254,36238,132610,42499,57154,27491,90252,36445,19871,35987,18515,40646,19800,20581,8576,15687,1738,8572,0,388,615,2713,19,13115,635,810,951,175,4668,12278,1946,321,11739,10805,14531,3250171,3041795,208365,236217,150606,15843,14412,400,152,8,22,215,0,9452,8763,8588,47,2833,7585,1221,0,6156,4969,82,22,3924,182,223,296322,132492,24403,25222,28733,40084,722,23130,98,257,4355,484,9595,6668,339073,281728,37006,1072,6697,68,322,1,3483,659,11,104,215,39,2,246,272250,60844,910,24,149,21951,49771,160,7537,228,110,0,573,0,0,387,22,375,2762,0,1598,73,38,2636,844,0,1694,11940,5628,4407,1068,443,13,283,5444,11346,60293,655,225,18,179,0,770,672,3,1758,1632,5192,570,5588,266,532,296
2014年5月,27151226,19387080,7519053,3860345,1560037,1038350,1738781,714028,318824,856381,547519,656556,301924,98190,38952,11551,689,60392,31912,23667,0,2337,1018,372,518,3028,795,988,66,39,37,270,749877,221798,21296,159458,72920,4019,130518,9781,17235,54345,5960,45,1955,32738,8990,5792,3027,2422402,499698,399968,374791,164974,136683,100454,96297,41391,108788,46913,55655,26073,65697,37762,20419,29401,24053,38824,24034,29485,11223,12843,2192,10185,0,476,595,2671,6,8991,674,172,761,180,4682,13649,1245,351,10436,9780,9412,3238113,3023713,214397,244485,159283,12402,12235,606,27,2,17,612,8,9007,11670,14075,23,2740,5004,956,0,8016,3475,98,47,3092,196,699,302793,143019,26195,26864,29671,39261,277,18519,33,404,4095,845,7372,6220,325554,240652,36523,727,4390,14,208,10,35790,433,125,93,157,201,14,340,194436,59309,2400,89,159,17310,47099,43,6277,588,3,0,544,0,143,299,14,578,3053,13,746,247,35,2931,391,1,2450,8409,5188,3539,1281,717,7,71,5294,9577,1135,262,169,5,210,47,559,305,53,1220,626,3645,893,5370,271,198,263
2014年6月,27335947,19487921,7473276,3540882,1794873,1080417,1868879,785817,363605,832225,525522,621144,316863,107781,40082,11509,338,56077,33717,19964,1,3020,884,266,1682,4542,797,1606,891,59,53,188,711269,168914,23075,150635,76645,3694,155031,11932,15829,54160,6798,95,2408,27654,7718,3534,3147,2401144,536874,384839,331823,164042,132439,122478,94044,41195,99976,49442,47668,24875,79460,33715,17495,29034,20844,36925,22780,21323,10983,13371,1494,10466,0,515,1970,2336,16,9485,946,453,685,260,2242,13447,1934,505,14368,10949,12307,3292070,3082749,209271,249638,162876,16003,11172,185,2,4,80,322,0,15554,9236,8537,64,3746,7247,789,0,6341,4536,27,65,2069,316,91,319954,141866,28038,24215,29540,44357,1085,17283,76,421,4292,810,12312,15613,370580,306520,43446,1012,7947,134,522,0,1189,405,142,562,98,61,69,273,218076,68048,1697,15,0,17161,51823,5,6719,267,0,4,638,2,0,600,0,362,1842,0,3716,164,43,3331,705,0,2438,8266,3274,4111,1017,423,1,274,4888,14891,1121,822,2,137,150,179,680,1039,6,3977,176,4995,1348,5126,281,490,224
2014年7月,27269258,19324631,7337395,3538560,1665176,1130869,1837776,804714,203025,866294,527427,863989,320053,59855,40655,10533,262,53874,33589,16287,0,2730,1093,366,55,4790,606,1034,854,59,0,337,672012,142116,19512,145427,89637,2095,144125,10598,13105,55864,7272,27,1495,24695,9147,2660,4232,2590324,567027,515755,364938,139709,130076,119785,82391,37048,114674,52956,59917,32755,83522,36213,22743,37641,17677,31750,18274,26704,10504,10929,818,9073,0,1476,2238,2102,1,10003,642,106,571,226,4356,11750,1035,548,10647,8897,12186,3139481,2941669,197798,293977,205074,18542,11652,255,3,0,6,262,5,9443,10006,15042,0,4081,6224,661,0,4462,2898,23,0,4348,240,488,297948,137901,28019,22953,29087,40483,889,18388,40,197,3567,449,8871,7047,400699,306451,38820,2085,8675,70,333,2,35315,533,21,247,320,39,2,281,251543,56986,1346,0,518,26303,107276,453,4744,240,6,1,377,8,2,830,1,682,1973,0,2434,149,120,3285,916,0,2267,7385,2805,2516,1347,332,0,50,5180,5546,718,241,32,67,579,74,822,97,2,977,478,2557,1173,5248,163,1302,156
